à la boulangerie;
admin2;1;réponse n°1-;
test;0;réponse n°3-;

achat d’un CD;
admin2;0;réponse n°1-;
test;0;réponse n°1-;

invitations;
admin2;0;réponse n°1-Vrai;0;réponse n°2-Faux;1;réponse n°1-Vrai;0;réponse n°1-Vrai;0;réponse n°1-Vrai;
test;1;réponse n°2-Faux;1;réponse n°1-Vrai;1;réponse n°1-Vrai;1;réponse n°2-Faux;0;réponse n°1-Vrai;

Absence à l'entraînement;
admin2;1;réponse n°2-;
test;0;réponse n°3-;

dialogue entre amies;
admin2;1;réponse n°2-Faux;0;réponse n°1-Vrai;0;réponse n°2-Faux;
test;0;réponse n°1-Vrai;1;réponse n°2-Faux;0;réponse n°2-Faux;

bureau;
admin2;1;réponse n°1-;
test;0;réponse n°3-;

location voiture;
admin2;0;réponse n°3-;
test;1;réponse n°2-;

Avant le départ;
admin2;1;réponse n°2-;
test;0;réponse n°3-;

motiver son choix 01/10;
admin2;0;réponse n°2-Non dà la spiegazione;
test;0;réponse n°2-Non dà la spiegazione;

motiver son choix 02/10;
admin2;1;réponse n°1-Dà la spiegazione;
test;0;réponse n°2-Non dà la spiegazione;

motiver son choix 03/10;
admin2;1;réponse n°2-Non dà la spiegazione;
test;1;réponse n°2-Non dà la spiegazione;

motiver son choix 04/10;
admin2;1;réponse n°2-Non dà la spiegazione;
test;1;réponse n°2-Non dà la spiegazione;

motiver son choix 05/10;
admin2;1;réponse n°2-Non dà la spiegazione;
test;1;réponse n°2-Non dà la spiegazione;

Examen;
admin2;1;réponse n°2-;
test;1;réponse n°2-;

Faire les courses;
admin2;1;réponse n°3-;
test;1;réponse n°3-;

présentation travail 1/5;
admin2;1;réponse n°1-Vrai;0;réponse n°2-Faux;1;réponse n°2-Faux;
test;0;réponse n°2-Faux;1;réponse n°1-Vrai;1;réponse n°2-Faux;

présentation travail 2/5;
admin2;0;réponse n°1-Vrai;1;réponse n°1-Vrai;1;réponse n°1-Vrai;1;réponse n°1-Vrai;
test;0;réponse n°1-Vrai;1;réponse n°1-Vrai;1;réponse n°1-Vrai;0;réponse n°2-Faux;

présentation travail 3/5;
admin2;1;réponse n°2-Faux;1;réponse n°1-Vrai;0;réponse n°1-Vrai;1;réponse n°2-Faux;
test;0;réponse n°1-Vrai;0;réponse n°2-Faux;1;réponse n°2-Faux;0;réponse n°1-Vrai;

dialogue maman-fils;
admin2;1;réponse n°2-;
test;1;réponse n°2-;

dialogue week-end;
admin2;1;réponse n°1-;
test;0;réponse n°3-;

Nouvelle télévisée;
admin2;0;réponse n°2-;
test;0;réponse n°2-;

Rendre CD;
admin2;1;réponse n°3-;
test;1;réponse n°3-;

expression d’une inquiétude;
admin2;0;réponse n°2-Faux;0;réponse n°1-Vrai;0;réponse n°2-Faux;1;réponse n°2-Faux;
test;1;réponse n°1-Vrai;1;réponse n°2-Faux;1;réponse n°1-Vrai;0;réponse n°1-Vrai;

au secrétariat;
admin2;0;réponse n°2-;
test;0;réponse n°2-;

Souvenirs;
admin2;0;réponse n°3-;
test;0;réponse n°2-;

motiver son choix 06/10;
admin2;0;réponse n°1-Dà la spiegazione;
test;0;réponse n°1-Dà la spiegazione;

motiver son choix 07/10;
admin2;0;réponse n°2-Non dà la spiegazione;
test;0;réponse n°2-Non dà la spiegazione;

motiver son choix 08/10;
admin2;1;réponse n°2-Non dà la spiegazione;
test;1;réponse n°2-Non dà la spiegazione;

motiver son choix 09/10;
admin2;1;réponse n°2-Non dà la spiegazione;
test;1;réponse n°2-Non dà la spiegazione;

motiver son choix 10/10;
admin2;1;réponse n°1-Dà la spiegazione;
test;0;réponse n°2-Non dà la spiegazione;

présentation travail 4/5;
admin2;1;réponse n°1-Vrai;0;réponse n°1-Vrai;0;réponse n°2-Faux;
test;1;réponse n°1-Vrai;0;réponse n°1-Vrai;0;réponse n°2-Faux;

présentation travail 5/5;
admin2;1;réponse n°2-Faux;0;réponse n°1-Vrai;0;réponse n°2-Faux;0;réponse n°1-Vrai;
test;1;réponse n°2-Faux;1;réponse n°2-Faux;1;réponse n°1-Vrai;0;réponse n°1-Vrai;

la valise;
admin2;0;réponse n°3-;
test;1;réponse n°1-;

billetterie théatre;
admin2;0;réponse n°1-;
test;1;réponse n°2-;

Dans la cuisine;
admin2;0;réponse n°2-;
test;0;réponse n°2-;

moment de relax;
admin2;0;réponse n°2-;
test;0;réponse n°2-;

réserver des billets au théâtre;
admin2;0;réponse n°3-;
test;0;réponse n°3-;

